1:...育"作为一个专有名很少出现，大多只单用一个"教"字，如《中庸》说："修道之谓教"[；]《荀子·修身》说："以善先人者谓之教"[；]《学记》说："教也者，长善而救其失者也"。在西方，教育一词源于...		  【文件名:\当代\CWAC\AEB0001.txt	文章标题:	作者:】
104:...策家庭的义务教育阶段学生，与当地农村义务教育阶段中小学生同步享受"两免一补"政策[；]进城务工农民子女在城市义务教育阶段学校就读的，与所在城市义务教...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
105:　　香港的小学当中，其中，资助小学400余所，占绝大多数[；]私立小学70余所，官立小学近50所，数量最少。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
106:...费的基础上增加了不收杂费的内容。中央财政用两年时间免除农村地区义务教育阶段的杂费[；]城市地区还要深入调查研究、制定方案、加快进程。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
107:...办"到"义务教育政府办"的转变。原来看到乡镇一级难负其责，就将统筹责任放到县一级[；]县级基本上是吃财政饭，也无力承担，事业的发展必须要加大省级的责...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
108:　　再一次明确了义务教育经费的"三个增长"[；]建立农村义务教育经费的分担机制，分项目、按比例分担[；]义务教育经费预算单列[；]规范义务教育的专项转移支付[；]设立义务教育的专项资金。通过这样几个渠道，建立起义务教育比较完...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
109:　　新《义务教育法》强调了对非户籍所在地，特别是流动人口子女接受义务教育的问题[；]确定了流动人口子女居住地人民政府要为他们提供平等接受义务教育的...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
110:　　县级以上人民政府教育行政部门具体负责义务教育实施工作[；]县级以上人民政府其他有关部门在各自的职责范围内负责义务教育实施...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
111:...一条　凡年满六周岁的儿童，其父母或者其他法定监护人应当送其入学接受并完成义务教育[；]条件不具备的地区的儿童，可以推迟到七周岁。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
112:...年进行文艺、体育等专业训练的社会组织，应当保证所招收的适龄儿童、少年接受义务教育[；]自行实施义务教育的，应当经县级人民政府教育行政部门批准。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
113:　　第十六条　学校建设，应当符合国家规定的办学标准，适应教育教学需要[；]应当符合国家规定的选址要求和建设标准，确保学生和教职工安全。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
114:　　县级以上地方人民政府定期对学校校舍安全进行检查[；]对需要维修、改造的，及时予以维修、改造。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
115:...　第三十一条　各级人民政府保障教师工资福利和社会保险待遇，改善教师工作和生活条件[；]完善农村教师工资经费保障机制。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
116:　　第四十九条　义务教育经费严格按照预算规定用于义务教育[；]任何组织和个人不得侵占、挪用义务教育经费，不得向学校非法收取或...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
117:　　第五十二条　县级以上地方人民政府有下列情形之一的，由上级人民政府责令限期改正[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
118:　　（一）未按照国家有关规定制定、调整学校的设置规划的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
119:　　（二）学校建设不符合国家规定的办学标准、选址要求和建设标准的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
120:　　（三）未定期对学校校舍安全进行检查，并及时维修、改造的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
121:...行政部门有下列情形之一的，由上级人民政府或者其教育行政部门责令限期改正、通报批评[；]情节严重的，对直接负责的主管人员和其他直接责任人员依法给予行政...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
122:　　（一）将学校分为重点学校和非重点学校的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
123:...级人民政府教育行政部门、财政部门、价格行政部门和审计机关根据职责分工责令限期改正[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
124:　　（一）侵占、挪用义务教育经费的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
125:...五十六条　学校违反国家规定收取费用的，由县级人民政府教育行政部门责令退还所收费用[；]对直接负责的主管人员和其他直接责任人员依法给予处分。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
126:...销或者变相推销商品、服务等方式谋取利益的，由县级人民政府教育行政部门给予通报批评[；]有违法所得的，没收违法所得[；]对直接负责的主管人员和其他直接责任人员依法给予处分。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
127:...，由县级以上人民政府或者其教育行政部门根据职责权限责令限期改正，依法给予行政处分[；]有违法所得的，没收违法所得。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
128:　　第五十七条　学校有下列情形之一的，由县级人民政府教育行政部门责令限期改正[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
129:　　（一）拒绝接收具有接受普通教育能力的残疾适龄儿童、少年随班就读的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
130:　　（二）分设重点班和非重点班的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
131:　　（三）违反本法规定开除学生的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
132:　　（一）胁迫或者诱骗应当接受义务教育的适龄儿童、少年失学、辍学的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
133:　　（二）非法招用应当接受义务教育的适龄儿童、少年的[；]		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
134:...社会组织或者个人依法举办的民办学校实施义务教育的，依照民办教育促进法有关规定执行[；]民办教育促进法未作规定的，适用本法。		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
135:...内义务教育的均衡发展，将伴随着缩小学校之间办学水平差异、整体提升教育质量的全过程[；]推进城乡义务教育的均衡发展，将伴随着城乡一体化发展、逐步缩小城乡差别的全过程[；]推进区域间义务教育的均衡发展，将伴随着解决区域经济社会不平衡问...		  【文件名:\当代\CWAC\AEE0002.txt	文章标题:	作者:】
136:...样，如果采用素质教育，在不健全的监管制度下，很容易被某些人利用，导致更大的不公平[；]而且，由于只有一部分人能工作，如果采用素质教育，就无法区分哪些...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
137:...，男孩在视力不良、超重、肥胖发生率方面持续走高，呈现"胖无力"特征，健康持续恶化[；]心理上，男孩更容易染上各种成瘾行为，出现情绪问题乃至心理疾病。		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
138:...性别差异，男孩的一些好动、竞争与叛逆的天性往往被看作缺点，"资产"变成了"负债"[；]而且，应试教育强调死记硬背而不注重动手与实践能力，天性"想跑想跳"的男孩被按在座位上学习，缺乏应有的运动锻炼[；]接着，[；]此外，学校里大部分教师是女性，教育环境中缺乏男性教师，这种教育...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
139:...大，甚至从上小学、上幼儿园起，就开始上大量的课外辅导班，以进入名牌小学，名牌中学[；]而考高中的竞争激烈程度，甚至要超过考大学。		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
140:...，所学的知识实用化大打折扣，功利性不断增强！初中学的史地政，到高中被抛到九霄云外[；]文科生背的烂熟的笔记工作后束之高阁。这与十九世纪末考上进士、状...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
141:...学科首次取代了传统的人文学科（如拉丁语、希腊语等）成为学科体系中的"高地位知识"[；]与此同时，现代国语、现代外语也成为重要学科，这一切都是为适应当...		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
142:...国家级期刊。（国家新闻出版总署批准国内统一连续出版物号：CN12-1151/TP[；]CN12-9203/TP（软件光盘版），国际标准刊号：ISSN...		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
143:...革发展新思路，研究教育教学各种规律特点，报道教育创新发展的现状以及改革热点、焦点[；]全方位、深层次介绍教育创新的前沿性内容。		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
144:...认为，"现代化"一词产生于18世纪，其名词意义，是指追赶和达到世界先进水平的过程[；]其形容词意义，即指具有现代世界先进水平的、满足现代需要的状态。...		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
145:　　广义的社会教育指一切社会生活影响于个人身心发展的教育[；]狭义的则指学校教育以外的一切文化教育设施对青少年、儿童和成人进...		  【文件名:\当代\CWAC\AEE0005.txt	文章标题:	作者:】
